supersense_category	text
noun.artifact	railway
noun.artifact	telegraph
noun.artifact	carriage roads
noun.location	Rowley
noun.location	Ipswich
noun.location	decay
noun.location	waterfront
noun.location	midst
verb.perception	spy
noun.artifact	belfry
verb.stative	preserved
noun.location	harbour
noun.artifact	breakwater
verb.perception	discern
noun.person	fishermen
noun.artifact	foundations
noun.artifact	lighthouse
noun.object	tongue
noun.artifact	cabins
verb.contact	moored
noun.artifact	dories
noun.animal	lobster
noun.artifact	pots
verb.motion	poured out
noun.artifact	breakwater
noun.communication	ruins
noun.artifact	wharves
noun.state	rottenness
verb.stative	seeming
verb.communication	carrying
noun.state	malignancy
noun.location	Devil Reef
noun.communication	beckoning
noun.phenomenon	repulsion
noun.communication	overtone
noun.object	shells
noun.artifact	yards
noun.object	clams
noun.animal	simian
noun.animal	weed
noun.location	doorsteps
noun.cognition	peculiarities
noun.attribute	motions
verb.cognition	define
noun.attribute	physique
noun.state	circumstances
noun.feeling	melancholy
noun.cognition	recollection
verb.cognition	catch
noun.attribute	tendencies
noun.location	panorama
verb.stative	contracted
noun.location	spots
noun.substance	cobblestone
noun.object	stretches
noun.attribute	gaps
noun.artifact	chimneys
verb.contact	Pervading
noun.attribute	odour
noun.artifact	cross streets
noun.location	realms
noun.state	squalor
verb.change	shewed
noun.location	vistas
noun.attribute	grandeur
noun.location	habitation
noun.artifact	Pavement
noun.substance	brick
noun.possession	habitation
noun.person	antiquarian
verb.emotion	lost
noun.feeling	menace
noun.feeling	repulsion
noun.state	survival
noun.location	radial point
noun.artifact	churches
noun.artifact	junction
noun.artifact	pediment
noun.location	Masonic Hall
verb.possession	given over
verb.stative	strained
noun.communication	inscription
noun.communication	notice
verb.social	distracted
verb.perception	look out
noun.artifact	coach
noun.time	date
noun.act	strokes
noun.quantity	eleven
verb.change	blotted out
noun.cognition	brain
noun.cognition	conception
verb.communication	shew
noun.location	part
noun.feeling	mood
noun.person	pastor
noun.artifact	vestments
verb.creation	introduced
noun.group	Order
noun.person	Dagon
noun.group	churches
verb.possession	supplied
noun.cognition	touch
noun.person	Miss Tilton
verb.communication	shewn
verb.creation	acting
verb.possession	supplied
noun.attribute	qualities
verb.contact	shambling
noun.communication	touch
noun.person	pseudo
verb.possession	adopt
noun.artifact	regimentals
noun.possession	trove
noun.quantity	sprinkling
noun.substance	repellent
noun.group	knots
verb.stative	harboured
noun.event	waterfalls
noun.object	gorge
verb.stative	spanned
verb.stative	opened out
verb.motion	clanked
noun.artifact	factory buildings
noun.object	bluff
noun.group	sets
noun.object	falls
verb.contact	drew up
noun.artifact	cupola
verb.communication	proclaiming
noun.location	Gilman House
verb.communication	proceeded
noun.artifact	valise
noun.artifact	hotel lobby
noun.location	Innsmouth look”—and
noun.location	square
noun.shape	semicircle
verb.stative	radiated
noun.relation	southeast
noun.relation	southwest
noun.artifact	Lamps
noun.artifact	incandescents
verb.communication	called for
noun.artifact	grocery
noun.artifact	drug store
noun.location	extremity
noun.artifact	square
noun.group	Marsh Refining Company
noun.artifact	automobiles
noun.artifact	motor trucks
noun.location	Innsmouth
noun.attribute	glimpses
noun.location	harbour
noun.location	Georgian steeples
noun.artifact	belfry
verb.stative	surmounting
noun.location	Marsh
noun.artifact	refinery
noun.artifact	chain grocery
noun.location	Innsmouth
verb.perception	note
noun.attribute	brightness
noun.attribute	affability
verb.cognition	gathered
noun.person	outsider
verb.stative	hailed
noun.location	Arkham
verb.social	boarded
noun.location	Ipswich
noun.location	Innsmouth
verb.social	transferred
verb.possession	give up
noun.artifact	public library
noun.artifact	chamber of commerce
noun.location	Innsmouth
noun.location	Federal
noun.artifact	residence streets
noun.location	Broad
noun.location	Lafayette
noun.location	Adams
noun.location	slums
noun.location	slums
noun.location	Main Street
noun.group	Georgian
noun.artifact	churches
verb.cognition	abandoned
noun.location	neighbourhoods
noun.person	strangers
noun.location	spots
noun.attribute	cost
verb.stative	linger
noun.location	Marsh
noun.artifact	refinery
noun.artifact	churches
noun.group	Order
noun.location	Dagon Hall
noun.location	New Church Green
noun.artifact	churches
verb.emotion	disavowed
noun.group	denominations
noun.communication	ceremonials
noun.artifact	vestments
noun.communication	creeds
noun.event	transformations
noun.location	earth
noun.person	pastor
noun.person	Dr. Wallace
noun.location	Asbury M. E. Church
noun.location	Arkham
verb.communication	urged
noun.location	Innsmouth
noun.location	Innsmouth
noun.object	burrows
verb.stative	passed
noun.act	fishing
noun.attribute	quantities
noun.food	bootleg
verb.consumption	consumed
noun.time	daylight hours
noun.feeling	stupor
noun.attribute	fellowship
verb.emotion	despising
noun.state	spheres
noun.artifact	churches
noun.act	festivals
noun.event	revivals
noun.time	April 30th
noun.location	harbour
noun.event	Swimming races
noun.location	Devil Reef
verb.stative	share
noun.event	exceptions
noun.state	aberrancy
noun.group	folk
noun.state	affliction
verb.creation	bring about
noun.event	changes
noun.time	maturity
noun.event	changes
verb.communication	baffling
verb.cognition	form
noun.cognition	conclusions
noun.location	Innsmouth
noun.body	specimens
noun.event	sounds
noun.location	hovels north
verb.stative	connected
noun.object	warren
noun.artifact	abnormalities
noun.Tops	beings
noun.cognition	characters
noun.person	government agents
noun.location	outside world
noun.person	informant
noun.artifact	poorhouse
verb.stative	lounging
noun.artifact	fire station
noun.person	Zadok Allen
noun.person	drunkard
verb.communication	persuaded
noun.person	strangers
verb.competition	resist
verb.possession	furnish
noun.cognition	reminiscence
noun.feeling	marvels
noun.feeling	horrors
noun.cognition	source
noun.cognition	fancy
noun.person	strangers
verb.cognition	seen
verb.communication	questioning
noun.cognition	delusions
verb.possession	derived
verb.communication	reported
noun.communication	glimpses
noun.person	Zadok
noun.communication	tales
noun.person	denizens
noun.event	wonder
noun.cognition	illusions
verb.motion	stayed out
noun.attribute	abundance
verb.change	falling
noun.artifact	refinery
noun.artifact	square
noun.quantity	doors
noun.person	Old Man Marsh
noun.cognition	sorts
noun.communication	rumours
noun.person	Marsh
noun.person	dandy
noun.artifact	frock
noun.artifact	finery
verb.change	adapted
noun.body	deformities
verb.social	conducted
noun.group	office
noun.artifact	square
noun.attribute	brunt
noun.person	sisters
verb.stative	failing
noun.person	Marsh
noun.person	daughters
noun.attribute	excess
noun.artifact	jewellery
noun.cognition	tradition
noun.person	informant
verb.communication	spoken of
noun.artifact	hoard
noun.person	pirates
noun.person	daemons
noun.person	clergymen
noun.person	priests
noun.artifact	ornament
verb.perception	caught glimpses
noun.cognition	specimens
verb.communication	rumoured
noun.location	Innsmouth
noun.location	Marshes
noun.group	families
noun.group	town
noun.person	Waites
noun.person	Gilmans
noun.person	Eliots
noun.location	Washington Street
verb.cognition	reputed
verb.stative	harbour
noun.person	kinsfolk
verb.communication	forbade
noun.event	deaths
verb.communication	reported
verb.communication	Warning
noun.artifact	street signs
verb.creation	drew
noun.artifact	sketch map
noun.location	features
noun.possession	help
verb.consumption	pocketed
verb.emotion	Disliking
noun.state	dinginess
noun.food	cheese crackers
noun.food	wafers
noun.communication	programme
verb.motion	thread
verb.communication	encounter
noun.artifact	o’clock coach
noun.location	Arkham
noun.person	sociologist
verb.change	limit
noun.cognition	field
noun.artifact	architecture
noun.act	tour
noun.location	Innsmouth
noun.location	ways
noun.object	falls
noun.location	Marsh
noun.artifact	refinery
noun.object	bluff
noun.group	confluence
verb.change	displaced
noun.location	Town Square
verb.change	Re
noun.object	gorge
noun.location	Main Street
noun.act	desertion
verb.body	shudder
noun.artifact	huddles
noun.artifact	gambrel roofs
verb.change	decapitated
noun.artifact	steeple
noun.location	Main Street
verb.change	boarded up
noun.location	side streets
noun.location	hovels
noun.event	sinking
noun.artifact	foundations
noun.attribute	courage
noun.location	waterfront
verb.change	swells
noun.group	progression
verb.cognition	multiply
noun.animal	fishy
noun.state	vacancy
noun.cognition	infinities
noun.artifact	compartments
verb.cognition	given over
noun.communication	cobwebs
noun.communication	aversions
verb.contact	disperse
noun.location	Fish Street
noun.location	Main
verb.stative	differed
noun.artifact	warehouses
noun.location	Water Street
noun.relation	seaward
noun.artifact	wharves
noun.person	fishermen
noun.object	breakwater
verb.contact	lapping
noun.location	harbour
noun.event	tides
noun.object	falls
noun.location	Manuxet
noun.location	tottering Water Street
noun.location	Fish Street
noun.communication	sketch
noun.artifact	packing houses
noun.location	Water Street
noun.artifact	chimneys
noun.communication	sounds
noun.location	sources
noun.act	shambling
noun.artifact	lanes
noun.act	desertion
verb.perception	place
noun.group	folk
noun.phenomenon	blood strain
noun.location	district
verb.cognition	held
verb.social	harbour
noun.cognition	cases
noun.attribute	distribution
noun.event	sounds
noun.artifact	facades
noun.event	creakings
noun.event	scurryings
noun.communication	noises
noun.artifact	grocery
noun.person	denizens
noun.location	quarter
verb.stative	Pausing
noun.artifact	churches
noun.location	Main
noun.location	Church Streets
verb.motion	hastened
noun.location	waterfront slum
noun.location	New Church Green
verb.cognition	bear
verb.social	repass
noun.person	priest
noun.person	pastor
noun.artifact	grocery
noun.artifact	churches
noun.group	Order
noun.group	Dagon Hall
noun.location	neighbourhoods
noun.person	strangers
noun.location	Main
noun.location	Martin
noun.location	Federal Street
noun.location	Green
verb.change	decayed
noun.location	neighbourhood
noun.location	Broad
noun.location	Lafayette
noun.location	Adams Streets
verb.stative	departed
noun.location	Mansion
noun.location	grounds
verb.communication	shewing
noun.act	occupancy
noun.location	Washington Street
noun.location	lawns
noun.artifact	parterres
noun.location	Lafayette Street
noun.person	Old Man Marsh
noun.artifact	refinery
noun.act	absense
noun.animal	cats
noun.location	Innsmouth
verb.emotion	puzzled
verb.emotion	disturbed
noun.artifact	mansions
noun.artifact	attic windows
noun.attribute	Furtiveness
noun.attribute	secretiveness
noun.attribute	alienage
verb.social	escape
noun.act	ambush
noun.act	stroke
noun.artifact	belfry
noun.location	Washington Street
noun.location	zone
noun.act	industry
verb.perception	noting
noun.artifact	railway station
noun.artifact	railway bridge
noun.object	gorge
verb.communication	posted
noun.act	risk
noun.Tops	life
noun.location	Innsmouth
noun.location	Paine Street
noun.location	Square
noun.location	Arkham
noun.time	starting - time
noun.artifact	fire station
noun.attribute	rags
noun.person	firemen
noun.person	Zadok Allen
noun.person	nonagenarian
noun.communication	tales
noun.location	Innsmouth
noun.person	imp
noun.attribute	pull
noun.communication	sources
verb.change	limit
noun.artifact	architecture
noun.location	Square
noun.act	transportation
noun.person	Zadok Allen
noun.motive	currents
verb.change	slacken
noun.time	pace
verb.communication	hint at
noun.communication	legends
verb.stative	going back
noun.artifact	factories
noun.attribute	lure
verb.stative	resist
noun.communication	myths
noun.communication	allegories
noun.person	Zadok
verb.stative	went on
noun.location	Innsmouth
noun.cognition	Curiosity
verb.change	flared up
noun.attribute	egotism
verb.cognition	fancied
verb.contact	sift
noun.communication	nucleus
noun.act	outpouring
verb.creation	extract
noun.food	whiskey
verb.communication	accost
noun.person	firemen
verb.communication	object
noun.food	bootleg
noun.artifact	grocery
verb.motion	loaf
noun.artifact	fire station
noun.attribute	casualness
verb.motion	fall in
noun.person	Zadok
noun.act	rambles
verb.stative	sitting around
noun.artifact	quart bottle
noun.food	whiskey
noun.location	Square
noun.location	Eliot Street
noun.person	strangers
noun.person	truckmen
noun.person	buyers
noun.cognition	the like
noun.location	Reëntering the Square
